rpf_key,code,name,rpt_file,group,sql_len,legacy_tables
238,SQL002060022,จ่าหน้าซองลูกหนี้พร้อมชื่อผู้ติดต่อหลัก,AR002002.rpt,SQL,580,ARFILE
239,SQL002060012,จ่าหน้าซองลูกหนี้,AR002001.rpt,SQL,375,ARFILE
240,POS03308012,รายงานสรุปยอดขายรายวันพร้อมกราฟตามสัปดาห์,POS02312.rpt,POS,0,
241,POS01008021,รายงานรายละเอียดยอดสินค้าขายตามรายการอาหาร,POS01021.rpt,POS,0,
242,POS01008024,รายงานรายละเอียดสินค้าขายตามประเภทอาหารตามสาขา,POS01024.rpt,POS,0,
243,POS01008022,รายงานสรุปยอดขายทั้งวันตามรายการอาหาร,POS01022.rpt,POS,0,
244,POS01008025,รายงานสรุปสินค้าขายทั้งวันตามประเภทอาหารตามสาขา,POS01025.rpt,POS,0,
245,POS01008031,รายงานสรุปจำนวนลูกค้า,POS01031.rpt,POS,0,
246,POS01008032,รายงานรายละเอียดยอดรับคืนแยกตามเครื่องเก็บเงิน,POS01032.rpt,POS,0,
247,POS01408014,รายงานสรุปสินค้าขายทั้งวันตามรายการอาหาร,POS01414.rpt,POS,0,
249,POS023080102,รายงานสรุปยอดขายรายวัน,POS02310.rpt,POS,0,
250,POS023080012,รายงานยอดขายรายวันตามเครื่อง,POS02301.rpt,POS,0,
253,SQL00108021,รายงานยอดขายรายวันพร้อมค่าบริการแสดงโต๊ะ,POS00121.rpt,SQL,0,
254,SQL00108022,รายงานยอดขายรายวันพร้อมค่าบริการเรียงโต๊ะ,POS00122.rpt,SQL,0,
255,FRM55102002,เอกสารยืนยันยอดเจ้าหนี้,AP551002.rpt,FRM,0,
256,FRM50102002,เอกสารยืนยันยอดลูกหนี้,AR501002.RPT,FRM,0,
258,FRM20402001,ใบแจ้งยอดบัญชีลูกหนี้,DOC20401.RPT,FRM,0,
261,RP70100001,ทะเบียนเช็ครับ - ตามวันที่บนเช็คและธนาคาร,CQ701002.rpt,RP,0,
262,RP70100002,ทะเบียนเช็ครับ - ตามวันที่และเอกสารรับชำระ,CQ701003.rpt,RP,0,
263,RP7130003,รายงานเช็ครับ - สถานะนำฝาก ตามธนาคาร,CQ713003.rpt,RP,0,
264,SQL03010012,รายงานเช็ครับในมือครบกำหนด,BK030012.rpt,SQL,224,CHEQUEIN
265,RP7120002,รายงานเช็ครับในมือทั้งหมด,CQ712002.rpt,RP,0,
267,RP7110001,รายงานเช็ครับล่วงหน้า (ยังไม่ได้รับเงิน),CQ711001.rpt,RP,0,
268,RP7140001,รายงานรายละเอียดเคลื่อนไหวเช็ครับ,CQ714001.rpt,RP,0,
269,RP7150001,รายงานสรุปเคลื่อนไหวเช็ครับ,CQ715001.rpt,RP,0,
270,SQL03010011,รายงานเช็คจ่ายครบกำหนด,BK030011.rpt,SQL,188,CHEQUEBOOK
272,RP75100001,ทะเบียนเช็คจ่าย,CQ751003.rpt,RP,0,
273,RP7610001,รายงานเช็คจ่ายล่วงหน้า (ยังไม่ได้ขึ้นเงิน),CQ761001.rpt,RP,0,
274,RP7620001,รายงานรายละเอียดเคลื่อนไหวเช็คจ่าย,CQ762001.rpt,RP,0,
275,RP7630001,รายงานสรุปเคลื่อนไหวเช็คจ่าย,CQ763001.rpt,RP,0,
277,BK01030001,สรุปยอดธนาคาร ตามรหัสบัญชี,BK003001.rpt,BK,436,BANKSTATEMENT
278,RP60102002,รายงานยอดเงินบัญชีธนาคาร แจงชื่อบัญชี,BK601002.rpt,RP,0,
279,RP60102001,รายงานยอดเงินบัญชีธนาคาร,BK601001.rpt,RP,0,
280,RP60202001,รายงานรายละเอียดเคลื่อนไหวบัญชี(Bank Statement),BK602001.rpt,RP,0,
281,RP60302001,รายงานสรุปเคลื่อนไหวบัญชีธนาคาร,BK603001.rpt,RP,0,
286,SQL11001011,สรุปประสิทธิภาพการส่งสินค้า(เทียบวันที่รับกับวันครบกำหนดส่ง),IC110011.rpt,SQL,480,DOCINFO
287,RP10501004,รายงานอายุใบจองค้างส่ง (วันที่ปัจจุบันเทียบวันที่หมดอายุ),IC105002.rpt,RP,0,
288,RP10501005,รายงานอายุใบจองค้างส่ง(วันที่ปัจจุบันเทียบวันที่กำหนดส่ง),IC105003.rpt,RP,0,
290,SQL10001011,สรุปประสิทธิภาพ Supplier(เทียบวันที่รับกับวันครบกำหนดส่ง),IC100011.rpt,SQL,480,DOCINFO
292,RP10201004,ประสิทธิภาพใบสั่งซื้อ(เทียบวันที่ปัจจุบันกับวันหมดอายุ),IC102002.rpt,RP,0,
293,RP10201005,ประสิทธิภาพใบสั่งซื้อ(เทียบจากวันที่ปัจจุบันวันครบกำหนดส่ง),IC102003.rpt,RP,0,
294,SQL001010013,รายงานเอกสารรับจากซื้อ-สภาพเอกสารไม่ครบถ้วน,CK001002.rpt,SQL,1368,APDETAIL DOCINFO DOCTYPE TRANSTKH
296,SQL001010012,รายงานเอกสารรับจากซื้อ-สภาพเอกสารครบถ้วน,CK001002.rpt,SQL,1366,APDETAIL DOCINFO DOCTYPE TRANSTKH
297,SQL001010011,รายงานเอกสารรับจากซื้อ-เรียงตามเลขที่เอกสาร,CK001002.rpt,SQL,1308,APDETAIL DOCINFO DOCTYPE TRANSTKH
298,SQL00006001,รายงาน- รหัสรายได้ย่อย,FN000001.rpt,SQL,308,POSPAIDIN
299,SQL00006002,รายงาน- รหัสค่าใช้จ่ายย่อย,FN000002.rpt,SQL,322,POSPAIDOUT
300,SQL00001102,รายงานบันทึกยอดยกมาสินค้า(ก่อนปรับ) ตามประเภท,IC000102.rpt,SQL,1393,DOCINFO
301,SQL00001104,รายงานบันทึกยอดยกมาสินค้า(ก่อนปรับ) ตามยี่ห้อ,IC000104.rpt,SQL,1389,DOCINFO
302,SQL00001103,รายงานบันทึกยอดยกมาสินค้า(ก่อนปรับ) ตามหมวด,IC000103.rpt,SQL,1424,DOCINFO
303,SQL00001105,รายงานบันทึกยอดยกมาสินค้า(ก่อนปรับ) ตามตำแหน่งเก็บ,IC000105.rpt,SQL,1357,DOCINFO
304,SQL00001106,รายงานบันทึกยอดยกมาสินค้า(ก่อนปรับ) ตามคลังสินค้า,IC000106.rpt,SQL,1357,DOCINFO
306,SQL00001101,รายงานบันทึกยอดยกมาสินค้า(ก่อนปรับ) ตามเอกสาร,IC000101.rpt,SQL,1273,DOCINFO
307,RP17104001,รายงานอายุสินค้า ตามวันที่รับ,IC171001.rpt,RP,0,
308,RP80104001,รายงานสินค้าใกล้หมดอายุ,IC801001.rpt,RP,0,
309,RP17104002,รายงานอายุสินค้า(แสดง Lot / Serial) - เทียบวันที่ผลิต,IC171002.rpt,RP,0,
311,SQLCQB01506001,พิมพ์เช็คลงฟอร์ม ธ.นครหลวงไทย (พิมพ์เครื่อง Dot Matrix),CQB01501.rpt,SQLCQB,437,CHEQUEBOOK
312,SQLCQB00206001,พิมพ์เช็คลงฟอร์ม ธ.กรุงเทพ (พิมพ์เครื่อง Dot Matrix),CQB00201.rpt,SQLCQB,437,CHEQUEBOOK
313,SQLCQB00406001,พิมพ์เช็คลงฟอร์ม ธ.กสิกรไทย (พิมพ์เครื่อง Dot Matrix),CQB00401.rpt,SQLCQB,437,CHEQUEBOOK
314,SQLCQB01106001,พิมพ์เช็คลงฟอร์ม ธ.ทหารไทย (พิมพ์เครื่อง Dot Matrix),CQB01101.rpt,SQLCQB,437,CHEQUEBOOK
315,SQLCQB00206003,Form Print Cheque BBL (Dot Matrix),CQB00203.rpt,SQLCQB,437,CHEQUEBOOK
316,SQLCQB00406003,Form Print Cheque TFB (Dot Matrix),CQB00403.rpt,SQLCQB,437,CHEQUEBOOK
317,SQLCQB01106003,Form Print Cheque TMB (Dot Matrix),CQB01103.rpt,SQLCQB,436,CHEQUEBOOK
318,SQLCQB00606001,พิมพ์เช็คลงฟอร์ม ธ.กรุงไทย (พิมพ์เครื่อง Dot Matrix),CQB00601.rpt,SQLCQB,437,CHEQUEBOOK
319,SQLCQB00606003,Form Print Cheque KTB (Dot Matrix),CQB00603.rpt,SQLCQB,437,CHEQUEBOOK
320,SQLCQB01406001,พิมพ์เช็คลงฟอร์ม ธ.ไทยพาณิชย์ (พิมพ์เครื่อง Dot Matrix),CQB01401.rpt,SQLCQB,437,CHEQUEBOOK
321,SQLCQB01406003,Form Print Cheque SCB (Dot Matrix),CQB01403.rpt,SQLCQB,437,CHEQUEBOOK
322,SQLCQB01006001,พิมพ์เช็คลงฟอร์ม ธ.แห่งโตเกียว-มิตซูบิชิ (Dot Matrix),CQB01001.rpt,SQLCQB,437,CHEQUEBOOK
323,SQLCQB02206003,Form Print Cheque TB (Dot Matrix),CQB02203.rpt,SQLCQB,437,CHEQUEBOOK
324,SQLCQB02406001,พิมพ์เช็คลงฟอร์ม ธ.เอเชีย (พิมพ์เครื่อง Dot Matrix),CQB02401.rpt,SQLCQB,437,CHEQUEBOOK
325,SQLCQB02406003,Form Print Cheque BOA (Dot Matrix),CQB02403.rpt,SQLCQB,437,CHEQUEBOOK
326,SQLCQB02506001,พิมพ์เช็คลงฟอร์ม ธ.กรุงศรีอยุธยา (พิมพ์เครื่อง Dot Matrix),CQB02501.rpt,SQLCQB,437,CHEQUEBOOK
327,SQLCQB02506003,Form Print Cheque BAY (Dot Matrix),CQB02503.rpt,SQLCQB,437,CHEQUEBOOK
328,SQLCQB01006003,Form Print Cheque TOKYO (Dot Matrix),CQB01003.rpt,SQLCQB,437,CHEQUEBOOK
329,SQLCQB02206001,พิมพ์เช็คลงฟอร์ม ธ.ไทยธนาคาร (พิมพ์เครื่อง Dot Matrix),CQB02201.rpt,SQLCQB,437,CHEQUEBOOK
330,SQLCQB01506003,Form Print Cheque SCIB (Dot Matrix),CQB01503.rpt,SQLCQB,437,CHEQUEBOOK
332,SQLCQB01401001,พิมพ์เช็คลงฟอร์ม ธ.ธนชาติ (พิมพ์เครื่อง Dot Matrix),CQB01401_T.rpt,SQLCQB,437,CHEQUEBOOK
333,TFRM0020103,ฟอร์มสูตรช่วยการบันทึก Texmode,TDOC00201.txt,TFRM,2030,DOCINFO
336,SQL00901001,รายงานสูตรช่วยบันทึก,DOC10905.RPT,SQL,1108,DOCINFO
338,FRM0020102,สูตรช่วยบันทึก แบบเส้นตาราง พร้อมรหัสสินค้า,DOC00202.rpt,FRM,2030,DOCINFO
339,FRM0020101,สูตรช่วยบันทึก พร้อมรหัสสินค้า,DOC00201.rpt,FRM,2030,DOCINFO
340,FRM0010101,สูตรแปรรูปสินค้า พร้อมรหัสสินค้า,DOC00101.rpt,FRM,2117,ARPRICETAB DOCINFO
341,FRM0010102,สูตรแปรรูปสินค้า แบบเส้นตาราง พร้อมรหัสสินค้า,DOC00102.rpt,FRM,2117,ARPRICETAB DOCINFO
343,SQL01209004,จ่าหน้าซองสมาชิก (ลงฟอร์ม 2 แถว),MB012004.rpt,SQL,677,MBPOINT MBTYPE MEMBER SYSLOOKUP
344,SQL01209003,จ่าหน้าซอง,MB012003.rpt,SQL,627,MBPOINT MBTYPE MEMBER SYSLOOKUP
345,RP17501010,รายงานใบจองค้างส่งตามเอกสาร-เฉพาะจำนวน,IC175011.rpt,RP,0,
347,SQL11001041.,รายงานใบจองค้างส่ง-ตามเอกสาร แบบย่อ..,IC110041.rpt,SQL,2749,ARCAT ARCONDITION ARFILE AROE BRANCH BRAND DEPTTAB DOCINFO DOCTYPE EXCHANGERATE GOODSMASTER ICCAT ICDEPT MKTPLAN PRJTAB PRMTPLAN SALESMAN SHIPBY SKUMASTER TRANSTKD TRANSTKH WAREHOUSE WARELOCATION
348,SQL10501001,รายงานใบจองสินค้าค้างส่งตามเอกสาร,IC105001.rpt,SQL,2320,ARCAT ARCONDITION ARFILE AROE BRANCH DEPTTAB DOCINFO DOCTYPE GOODSMASTER PRJTAB SALESMAN SHIPBY SKUMASTER TRANSTKD TRANSTKH WAREHOUSE WARELOCATION
